101,1,1,1,1,1,1
101,1,2,3,1,1,0
101,1,1,1,1,1,1
101,1,4,5,1,1,0
101,1,1,1,1,1,1
101,1,4,3,1,1,0
101,1,1,1,1,1,1
101,1,6,4,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,5,5,1,1,0
101,1,1,1,1,1,1
101,1,5,2,1,1,0
101,1,1,1,1,1,1
101,1,4,3,1,1,0
101,1,1,1,1,1,1
101,1,6,5,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,2,4,1,1,0
101,1,1,1,1,1,1
101,1,4,2,1,1,0
101,1,1,1,1,1,1
101,1,2,6,1,1,0
101,1,1,1,1,1,1
101,1,4,2,1,1,0
101,1,1,1,1,1,1
101,1,3,2,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,5,5,1,1,0
101,1,1,1,1,1,1
101,1,6,2,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,5,3,1,1,0
101,1,1,1,1,1,1
101,1,2,4,1,1,0
101,1,1,1,1,1,1
101,1,2,3,1,1,0
101,1,1,1,1,1,1
101,1,3,5,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,6,4,1,1,0
101,1,1,1,1,1,1
101,1,4,2,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,3,5,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,3,4,1,1,0
101,1,1,1,1,1,1
101,1,4,4,1,1,0
101,1,1,1,1,1,1
101,1,5,6,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,6,2,1,1,0
101,1,1,1,1,1,1
101,1,3,3,1,1,0
101,1,1,1,1,1,1
101,1,5,2,1,1,0
101,1,1,1,1,1,1
101,1,6,2,1,1,0
101,1,1,1,1,1,1
101,1,2,5,1,1,0
101,1,1,1,1,1,1
101,1,3,3,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,6,5,1,1,0
101,1,1,1,1,1,1
101,1,2,2,1,1,0
101,1,1,1,1,1,1
101,1,3,6,1,1,0
101,1,1,1,1,1,1
101,1,3,2,1,1,0
101,1,1,1,1,1,1
101,1,6,2,1,1,0
101,1,1,1,1,1,1
101,1,2,3,1,1,0
101,1,1,3,1,1,1
101,1,4,1,1,1,0
101,1,1,3,1,1,1
101,1,5,4,1,1,0
101,1,1,3,1,1,1
101,1,4,4,1,1,0
101,1,1,3,1,1,1
101,1,5,1,1,1,0
101,1,1,3,1,1,1
101,1,2,6,1,1,0
101,1,1,3,1,1,1
101,1,6,6,1,1,0
101,1,1,3,1,1,1
101,1,3,5,1,1,0
101,1,1,3,1,1,1
101,1,6,4,1,1,0
101,1,1,3,1,1,1
101,1,6,1,1,1,0
101,1,1,3,1,1,1
101,1,5,1,1,1,0
101,1,1,3,1,1,1
101,1,4,1,1,1,0
101,1,1,3,1,1,1
101,1,6,2,1,1,0
101,1,1,3,1,1,1
101,1,2,5,1,1,0
101,1,1,3,1,1,1
101,1,5,2,1,1,0
101,1,1,3,1,1,1
101,1,5,6,1,1,0
101,1,1,3,1,1,1
101,1,4,1,1,1,0
101,1,1,3,1,1,1
101,1,6,4,1,1,0
101,1,1,3,1,1,1
101,1,5,1,1,1,0
101,1,1,3,1,1,1
101,1,3,4,1,1,0
101,1,1,3,1,1,1
101,1,4,4,1,1,0
101,1,1,3,1,1,1
101,1,2,4,1,1,0
101,1,1,3,1,1,1
101,1,4,4,1,1,0
101,1,1,3,1,1,1
101,1,5,5,1,1,0
101,1,1,3,1,1,1
101,1,6,5,1,1,0
101,1,1,3,1,1,1
101,1,2,6,1,1,0
101,1,1,3,1,1,1
101,1,2,2,1,1,0
101,1,1,3,1,1,1
101,1,2,4,1,1,0
101,1,1,3,1,1,1
101,1,2,2,1,1,0
101,1,1,3,1,1,1
101,1,5,4,1,1,0
101,1,1,3,1,1,1
101,1,2,4,1,1,0
101,1,1,3,1,1,1
101,1,2,2,1,1,0
101,1,1,3,1,1,1
101,1,3,6,1,1,0
101,1,1,3,1,1,1
101,1,2,6,1,1,0
101,1,1,3,1,1,1
101,1,3,4,1,1,0
101,1,1,3,1,1,1
101,1,6,4,1,1,0
101,1,1,3,1,1,1
101,1,3,6,1,1,0
101,1,1,3,1,1,1
101,1,3,6,1,1,0
101,1,1,3,1,1,1
101,1,5,4,1,1,0
101,1,1,3,1,1,1
101,1,3,6,1,1,0
101,1,1,3,1,1,1
101,1,2,5,1,1,0
101,1,1,3,1,1,1
101,1,5,2,1,1,0
101,1,1,3,1,1,1
101,1,5,4,1,1,0
101,1,1,3,1,1,1
101,1,4,4,1,1,0
101,1,1,3,1,1,1
101,1,5,4,1,1,0
101,1,1,3,1,1,1
101,1,3,4,1,1,0
101,1,1,3,1,1,1
101,1,3,1,1,1,0
101,1,1,3,1,1,1
101,1,2,4,1,1,0
101,1,1,3,1,1,1
101,1,2,6,1,1,0
101,1,1,3,1,1,1
101,1,5,2,1,1,0
101,1,1,3,1,1,1
101,1,2,4,1,1,0
102,1,1,6,1,1,1
102,1,3,5,1,1,0
102,1,1,6,1,1,1
102,1,3,5,1,1,0
102,1,1,6,1,1,1
102,1,3,1,1,1,0
102,1,1,6,1,1,1
102,1,5,5,1,1,0
102,1,1,6,1,1,1
102,1,5,3,1,1,0
102,1,1,6,1,1,1
102,1,3,2,1,1,0
102,1,1,6,1,1,1
102,1,2,5,1,1,0
102,1,1,6,1,1,1
102,1,4,5,1,1,0
102,1,1,6,1,1,1
102,1,5,1,1,1,0
102,1,1,6,1,1,1
102,1,6,5,1,1,0
102,1,1,6,1,1,1
102,1,2,5,1,1,0
102,1,1,6,1,1,1
102,1,3,4,1,1,0
102,1,1,6,1,1,1
102,1,2,5,1,1,0
102,1,1,6,1,1,1
102,1,3,3,1,1,0
102,1,1,6,1,1,1
102,1,2,4,1,1,0
102,1,1,6,1,1,1
102,1,5,3,1,1,0
102,1,1,6,1,1,1
102,1,5,1,1,1,0
